year,month,item_number,Quantity_shipped,average_inventory,turnover_rate
2022,3,V1000288,390.0,958.0,0.407098121085595
2022,3,V1000292,180.0,7352.0,0.024483133841131665
2022,3,V1000294,160.0,1394.0,0.11477761836441894
2022,3,V1000296,175.0,2641.5,0.06625023660798789
2022,3,V1000298,0.0,1409.0,0.0
2022,3,V1000300,48.0,-72.0,-0.6666666666666666
2022,3,V1000914,0.0,50.0,0.0
2022,3,V1000917,0.0,5.0,0.0
2022,3,V1000921,0.0,85.5,0.0
2022,3,V1000929,7.0,28.5,0.24561403508771928
2022,3,V1000936,10.0,0.0,inf
2022,3,V1000938,7.0,24.5,0.2857142857142857
2022,3,V1000945,7.0,17.5,0.4
2022,3,V1000956,0.0,17.5,0.0
2022,3,V1000965,4.0,-2.0,-2.0
2022,3,V1000974,12.0,48.0,0.25
2022,3,V1000981,0.0,82.5,0.0
2022,3,V1000990,0.0,28.5,0.0
2022,3,V1000992,0.0,-5.0,-0.0
2022,3,V1000995,3.0,-17.5,-0.17142857142857143
2022,3,V1001001,10.0,45.0,0.2222222222222222
2022,3,V1001005,0.0,-4.0,-0.0
2022,3,V1001019,0.0,45.0,0.0
2022,3,V1001028,0.0,16.5,0.0
2022,3,V1001049,30.0,30.0,1.0
2022,3,V1001064,0.0,39.0,0.0
2022,3,V1001071,0.0,17.5,0.0
2022,3,V1001082,6.0,-2.0,-3.0
2022,3,V1001089,6.0,0.5,12.0
2022,3,V1001098,0.0,51.5,0.0
2022,3,V1001108,8.0,-1.5,-5.333333333333333
2022,3,V1001173,14.0,-3.0,-4.666666666666667
2022,3,V1001188,0.0,12.5,0.0
2022,3,V1001203,0.0,-12.5,-0.0
2022,3,V1001222,0.0,1.0,0.0
2022,3,V1002165,30.0,-45.0,-0.6666666666666666
2022,3,V50810,144.0,-118.0,-1.2203389830508475
2022,3,V50811,120.0,-24.0,-5.0
2022,3,V50812,60.0,-160.0,-0.375
2022,3,V50813,12.0,68.0,0.17647058823529413
2022,3,V50814,16.0,-30.0,-0.5333333333333333
2022,3,V50832,40.0,-521.0,-0.07677543186180422
2022,3,V50833,216.0,638.0,0.3385579937304075
2022,3,V50834,24.0,-60.0,-0.4
2022,3,V50835,32.0,143.0,0.22377622377622378
2022,3,V50836,160.0,-32.0,-5.0
2022,3,V50837,85.0,-39.5,-2.151898734177215
2022,3,V50838,3.0,-17.5,-0.17142857142857143
2022,3,V50924,210.0,-1311.0,-0.16018306636155608
2022,3,V50927,0.0,140.0,0.0
2022,3,V50928,0.0,121.0,0.0
2022,3,V51183,3.0,-2.5,-1.2
2022,3,V51198,0.0,3.5,0.0
2022,3,V51211,0.0,53.0,0.0
2022,3,V51757,216.0,-738.0,-0.2926829268292683
2022,3,V51759,252.0,427.0,0.5901639344262295
2022,3,V51760,130.0,317.0,0.41009463722397477
2022,3,V51767,24.0,634.0,0.03785488958990536
2022,3,V51801,7.0,-14.5,-0.4827586206896552
2022,3,V51961,105.0,-532.5,-0.19718309859154928
2022,3,V51964,32.0,-132.0,-0.24242424242424243
2022,3,V51965,0.0,35.0,0.0
2022,3,V51967,70.0,-16.0,-4.375
2022,3,V51970,16.0,-40.0,-0.4
2022,3,V51973,11.0,-22.0,-0.5
2022,3,V59171,160.0,-239.0,-0.6694560669456067
2022,3,Y043072,1.0,0.5,2.0
2022,3,Y043207,1.0,0.5,2.0
2022,3,Y043258,1.0,0.5,2.0
2022,3,Y043266,3.0,1.5,2.0
2022,3,Y043267,4.0,2.0,2.0
2022,3,Y043336,1.0,0.5,2.0
2022,3,Y043354,3.0,1.5,2.0
2022,3,Y043391,1.0,0.5,2.0
2022,3,Y043396,2.0,1.0,2.0
2022,3,Y93573,1.0,0.5,2.0
2022,3,Y93805,1.0,0.5,2.0
2022,3,Y93855,2.0,1.0,2.0
2022,3,Y94002,1.0,0.5,2.0
2022,3,Y94091,1.0,0.5,2.0
2022,3,Y9414Z,1.0,0.5,2.0
2022,3,YA9729,2.0,2.0,1.0
2022,3,YF3818,2.0,2.0,1.0
2022,4,08-104-599-504,2.0,2.0,1.0
2022,4,08-105-085-057,10.0,12.0,0.8333333333333334
2022,4,08-111-626-501,1.0,0.5,2.0
2022,4,104300,54.0,-40.0,-1.35
2022,4,104301,0.0,-300.0,-0.0
2022,4,104302,5.0,62.0,0.08064516129032258
2022,4,104303,0.0,16.0,0.0
2022,4,104306,0.0,-130.0,-0.0
2022,4,104308,0.0,-223.0,-0.0
2022,4,104309,0.0,-371.0,-0.0
2022,4,104310,0.0,-65.0,-0.0
2022,4,104312,8.0,-112.0,-0.07142857142857142
2022,4,104313,0.0,22.0,0.0
2022,4,104315,0.0,-74.5,-0.0
2022,4,104321,21.0,-48.5,-0.4329896907216495
2022,4,104323,15.0,-3.0,-5.0
2022,4,104326,2.0,1.0,2.0
2022,4,104328,0.0,-22.5,-0.0
2022,4,104450LF,10.0,-105.0,-0.09523809523809523
2022,4,104451LF,0.0,-194.0,-0.0
2022,4,104452LF,12.0,-19.0,-0.631578947368421
2022,4,104456LF,15.0,-91.5,-0.16393442622950818
2022,4,104458LF,2.0,15.0,0.13333333333333333
2022,4,104459LF,4.0,-47.0,-0.0851063829787234
2022,4,104460LF,4.0,-49.0,-0.08163265306122448
2022,4,104462LF,0.0,-17.0,-0.0
2022,4,104463LF,10.0,-6.5,-1.5384615384615385
2022,4,104468LF,0.0,-6.0,-0.0
2022,4,104476LF,1.0,14.0,0.07142857142857142
2022,4,104478LF,0.0,9.5,0.0
2022,4,104502,0.0,-14.0,-0.0
2022,4,104603,0.0,-2.0,-0.0
2022,4,104609,0.0,28.0,0.0
2022,4,104612,0.0,18.0,0.0
2022,4,104618,0.0,3.5,0.0
2022,4,104621,5.0,2.5,2.0
2022,4,104626,0.0,-2.0,-0.0
2022,4,104700,0.0,24.5,0.0
2022,4,104800,0.0,-2.0,-0.0
2022,4,107019,132.0,-432.0,-0.3055555555555556
2022,4,107034,0.0,18.0,0.0
2022,4,110191LF,0.0,-66.0,-0.0
2022,4,110192LF,0.0,-749.0,-0.0
2022,4,110199LF,360.0,-540.0,-0.6666666666666666
2022,4,111034,0.0,2255.0,0.0
2022,4,111040,0.0,1096.5,0.0
2022,4,111042,0.0,1138.5,0.0
2022,4,111044,66.0,543.0,0.12154696132596685
2022,4,111046,0.0,297.0,0.0
2022,4,111047,0.0,432.0,0.0
2022,4,111049,0.0,214.5,0.0
2022,4,111061,120.0,1955.0,0.061381074168797956
2022,4,112098,4.0,-3.0,-1.3333333333333333
2022,4,112100,2.0,23.0,0.08695652173913043
2022,4,115111,60.0,464.0,0.12931034482758622
2022,4,115112,56.0,151.0,0.3708609271523179
2022,4,115113,36.0,-83.0,-0.43373493975903615
2022,4,115114,72.0,8.0,9.0
2022,4,115116,36.0,0.0,inf
2022,4,115118,54.0,-192.0,-0.28125
2022,4,115119,36.0,-132.0,-0.2727272727272727
2022,4,115120,18.0,178.0,0.10112359550561797
2022,4,115121,36.0,139.0,0.2589928057553957
2022,4,115124,50.0,-55.0,-0.9090909090909091
2022,4,115125,24.0,163.0,0.147239263803681
2022,4,115126,48.0,-52.0,-0.9230769230769231
2022,4,115128,6.0,51.0,0.11764705882352941
2022,4,115129,12.0,-5.0,-2.4
2022,4,115176,9.0,66.5,0.13533834586466165
2022,4,115177,18.0,-138.0,-0.13043478260869565
2022,4,115178,9.0,4.5,2.0
2022,4,115179,18.0,-36.0,-0.5
2022,4,115182,40.0,-93.0,-0.43010752688172044
2022,4,115184,20.0,-67.0,-0.29850746268656714
2022,4,115185,12.0,15.0,0.8
2022,4,115186,8.0,-27.0,-0.2962962962962963
2022,4,115187,4.0,-22.0,-0.18181818181818182
2022,4,115188,2.0,-3.0,-0.6666666666666666
2022,4,115189,6.0,-2.0,-3.0
2022,4,117105LF,0.0,1260.0,0.0
2022,4,117401LF,0.0,336.0,0.0
2022,4,117403LF,0.0,288.0,0.0
2022,4,117413LF,0.0,1632.0,0.0
2022,4,117414LF,0.0,3264.0,0.0
2022,4,117415LF,0.0,4080.0,0.0
2022,4,169035,0.0,264.0,0.0
2022,4,169038,0.0,165.0,0.0
2022,4,175001,10.0,1.5,6.666666666666667
2022,4,175004,1.0,12.5,0.08
2022,4,175006,2.0,2.0,1.0
2022,4,175011,8.0,18.5,0.43243243243243246
2022,4,175012,0.0,1.5,0.0
2022,4,175017,6.0,36.0,0.16666666666666666
2022,4,175019,1.0,41.5,0.024096385542168676
2022,4,175022,0.0,4.5,0.0
2022,4,175025,4.0,-3.0,-1.3333333333333333
2022,4,175027,0.0,0.5,0.0
2022,4,175033,0.0,0.5,0.0
2022,4,175049,3.0,-17.0,-0.17647058823529413
2022,4,175053,0.0,5.0,0.0
2022,4,175056,2.0,2.0,1.0
2022,4,175078,2.0,2.0,1.0
2022,4,175079,14.0,-10.0,-1.4
2022,4,175080,7.0,11.0,0.6363636363636364
2022,4,175277,0.0,0.5,0.0
2022,4,175822,0.0,4.0,0.0
2022,4,175826,2.0,13.0,0.15384615384615385
2022,4,175827,2.0,-3.0,-0.6666666666666666
2022,4,175829,0.0,-5.5,-0.0
2022,4,175831,0.0,11.0,0.0
2022,4,175833,2.0,5.0,0.4
2022,4,175834,0.0,-0.5,-0.0
2022,4,175835,1.0,1.5,0.6666666666666666
2022,4,175836,1.0,-2.5,-0.4
2022,4,175838,0.0,4.5,0.0
2022,4,175839,0.0,5.0,0.0
2022,4,175843,1.0,3.0,0.3333333333333333
2022,4,175845,1.0,2.5,0.4
2022,4,175846,1.0,-3.5,-0.2857142857142857
2022,4,175847,3.0,-5.5,-0.5454545454545454
2022,4,175848,2.0,-0.5,-4.0
2022,4,175849,0.0,0.0,
2022,4,175851,0.0,0.5,0.0
2022,4,175853,1.0,2.0,0.5
2022,4,175854,0.0,-2.0,-0.0
2022,4,175855,7.0,-14.0,-0.5
2022,4,175904,0.0,-1.5,-0.0
2022,4,178466,1.0,-6.5,-0.15384615384615385
2022,4,178476,2.0,3.5,0.5714285714285714
2022,4,178487,0.0,-7.0,-0.0
2022,4,178490,2.0,-2.5,-0.8
2022,4,178508,1.0,-12.5,-0.08
2022,4,178518,4.0,-11.0,-0.36363636363636365
2022,4,178580,2.0,-5.0,-0.4
2022,4,178633,0.0,0.5,0.0
2022,4,178635,2.0,4.0,0.5
2022,4,178641,2.0,-21.0,-0.09523809523809523
2022,4,178642,2.0,-3.0,-0.6666666666666666
2022,4,178654,0.0,1.0,0.0
2022,4,178656,1.0,-25.5,-0.0392156862745098
2022,4,178657,2.0,3.0,0.6666666666666666
2022,4,178661,1.0,0.5,2.0
2022,4,178671,5.0,-36.0,-0.1388888888888889
2022,4,178672,4.0,-3.0,-1.3333333333333333
2022,4,178690,11.0,-4.5,-2.4444444444444446
2022,4,178707,3.0,-5.5,-0.5454545454545454
2022,4,178712,0.0,1.5,0.0
2022,4,178718,2.0,-3.0,-0.6666666666666666
2022,4,178733,0.0,0.5,0.0
2022,4,178814,0.0,1.5,0.0
2022,4,178815,1.0,6.5,0.15384615384615385
2022,4,178817,2.0,-8.0,-0.25
2022,4,178819,0.0,1.0,0.0
2022,4,179214,0.0,4.0,0.0
2022,4,179254,0.0,0.5,0.0
2022,4,179255,1.0,0.5,2.0
2022,4,179260,0.0,0.5,0.0
2022,4,179271,2.0,-3.5,-0.5714285714285714
2022,4,179347,0.0,1.0,0.0
2022,4,179359,5.0,-8.5,-0.5882352941176471
2022,4,179361,9.0,8.5,1.0588235294117647
2022,4,180165,1.0,0.0,inf
2022,4,180503,0.0,1.0,0.0
2022,4,180705,1.0,2.5,0.4
2022,4,180815,1.0,0.5,2.0
2022,4,180850,1.0,0.0,inf
2022,4,181731,0.0,1.0,0.0
2022,4,181841,0.0,1.0,0.0
2022,4,181876,0.0,-0.5,-0.0
2022,4,181885,0.0,3.0,0.0
2022,4,181891,0.0,-7.5,-0.0
2022,4,181897,0.0,4.0,0.0
2022,4,181903,0.0,1.0,0.0
2022,4,181915,0.0,4.5,0.0
2022,4,182073,0.0,0.5,0.0
2022,4,182203,0.0,0.5,0.0
2022,4,182207,0.0,0.5,0.0
2022,4,182211,2.0,-2.0,-1.0
2022,4,182216,0.0,0.5,0.0
2022,4,182228,0.0,0.5,0.0
2022,4,182547,0.0,1.0,0.0
2022,4,182716,0.0,2.0,0.0
2022,4,183085,0.0,-0.5,-0.0
2022,4,183519,4.0,0.0,inf
2022,4,183521,0.0,2.0,0.0
2022,4,183525,0.0,1.0,0.0
2022,4,183746,0.0,1.0,0.0
2022,4,183753,0.0,1.0,0.0
2022,4,183771,0.0,0.5,0.0
2022,4,184045,0.0,15.0,0.0
2022,4,184429,0.0,2.5,0.0
2022,4,184642,0.0,1.0,0.0
2022,4,185022,50.0,610.0,0.08196721311475409
2022,4,185110,0.0,-31.0,-0.0
2022,4,185112,0.0,-41.5,-0.0
2022,4,185114,4.0,-26.0,-0.15384615384615385
2022,4,185116,4.0,-25.0,-0.16
2022,4,185117,1.0,-5.5,-0.18181818181818182
2022,4,185143,108.0,410.0,0.2634146341463415
2022,4,188417,0.0,0.5,0.0
2022,4,188418,0.0,-6.0,-0.0
2022,4,188429,0.0,1.0,0.0
2022,4,188430,0.0,1.0,0.0
2022,4,188553,0.0,5.0,0.0
2022,4,188554,0.0,-7.0,-0.0
2022,4,188701,3.0,-19.5,-0.15384615384615385
2022,4,188702,4.0,-7.5,-0.5333333333333333
2022,4,188703,3.0,-15.5,-0.1935483870967742
2022,4,210618,1320.0,4814.0,0.2742002492729539
2022,4,226260,0.0,533.5,0.0
2022,4,227000,0.0,41.0,0.0
2022,4,227040,0.0,62.0,0.0
2022,4,230120,250.0,-159.0,-1.5723270440251573
2022,4,230440,300.0,900.0,0.3333333333333333
2022,4,230800,0.0,66.0,0.0
2022,4,231940,0.0,2042.0,0.0
2022,4,238020,468.0,92.0,5.086956521739131
2022,4,241160,192.0,-53.0,-3.6226415094339623
2022,4,245105,0.0,-50.0,-0.0
2022,4,245123,0.0,145.0,0.0
2022,4,245142,500.0,223.0,2.242152466367713
2022,4,245404,0.0,486.0,0.0
2022,4,500207,25.0,-12.5,-2.0
2022,4,510762,2472.0,4302.0,0.5746164574616457
2022,4,512027,135.0,1895.5,0.07122131363756265
2022,4,512620,2500.0,3797.0,0.6584145377929944
2022,4,513049,0.0,-1934.0,-0.0
2022,4,517412,1300.0,4200.0,0.30952380952380953
2022,4,517414,450.0,1800.0,0.25
2022,4,52-116-917-501,0.0,50.0,0.0
2022,4,52-116-917-523,3.0,118.5,0.02531645569620253
2022,4,52-116-918-501,9.0,84.5,0.10650887573964497
2022,4,52-116-920-501,9.0,116.5,0.07725321888412018
2022,4,52-116-921-501,2.0,3.0,0.6666666666666666
2022,4,52-116-922-501,1.0,189.5,0.005277044854881266
2022,4,52-116-926-501,2.0,-30.0,-0.06666666666666667
2022,4,52-116-968-501,3.0,60.5,0.049586776859504134
2022,4,52-118-401-501,3.0,122.5,0.024489795918367346
2022,4,52-123-957-501,0.0,10.0,0.0
2022,4,52-123-957-522,1.0,-4.5,-0.2222222222222222
2022,4,52-128-321-501,8.0,191.0,0.041884816753926704
2022,4,52-128-321-520,2.0,7.0,0.2857142857142857
2022,4,52-128-321-521,0.0,20.0,0.0
2022,4,52-129-440-501,2.0,89.0,0.02247191011235955
2022,4,52-219-923-373,2.0,-11.0,-0.18181818181818182
2022,4,52-229-646-001,1.0,20.5,0.04878048780487805
2022,4,52-229-647-001,1.0,0.5,2.0
2022,4,52-239-347-001,5.0,43.5,0.11494252873563218
2022,4,52-239-563-001,13.0,44.5,0.29213483146067415
2022,4,52-239-567-001,19.0,271.5,0.06998158379373849
2022,4,52-239-570-001,14.0,252.0,0.05555555555555555
2022,4,52-239-571-001,0.0,211.0,0.0
2022,4,52-260-537-001,5.0,5.5,0.9090909090909091
2022,4,52-260-537-002,0.0,-7.0,-0.0
2022,4,52-261-582-001,3.0,36.5,0.0821917808219178
2022,4,52-360-905-001,12.0,10.0,1.2
2022,4,52-361-106-001,5.0,12.5,0.4
2022,4,52-362-268-001,3.0,-28.5,-0.10526315789473684
2022,4,52-362-322-001,4.0,-111.0,-0.036036036036036036
2022,4,52-362-329-001,0.0,-221.0,-0.0
2022,4,52-362-387-001,2.0,38.0,0.05263157894736842
2022,4,52-427-144-501,1.0,-337.5,-0.002962962962962963
2022,4,52-427-285-501,22.0,-83.0,-0.26506024096385544
2022,4,52-460-469-013,0.0,2.0,0.0
2022,4,52-460-715-501,8.0,13.0,0.6153846153846154
2022,4,52-460-745-501,1.0,52.5,0.01904761904761905
2022,4,52-460-761-501,0.0,62.0,0.0
2022,4,52-460-769-011,0.0,-6.0,-0.0
2022,4,52-460-769-012,1.0,-3.5,-0.2857142857142857
2022,4,52-460-769-013,1.0,-9.0,-0.1111111111111111
2022,4,52-460-769-015,6.0,-3.0,-2.0
2022,4,52-460-769-017,0.0,0.5,0.0
2022,4,52-460-769-018,0.0,-7.5,-0.0
2022,4,52-460-769-019,0.0,3.0,0.0
2022,4,52-460-769-020,3.0,1.5,2.0
2022,4,52-460-769-021,0.0,0.5,0.0
2022,4,52-460-769-212,2.0,-1.5,-1.3333333333333333
2022,4,52-461-395-001,5.0,801.5,0.006238303181534623
2022,4,52-461-827-501,0.0,7.0,0.0
2022,4,52-462-487-501,2.0,352.0,0.005681818181818182
2022,4,572651076,0.0,74.0,0.0
2022,4,707940250,5.0,117.5,0.0425531914893617
2022,4,707940270,2.0,9.0,0.2222222222222222
2022,4,707940350,14.0,9.0,1.5555555555555556
2022,4,758017070,0.0,1.0,0.0
2022,4,760186010,5.0,-6.5,-0.7692307692307693
2022,4,760186050,10.0,-25.0,-0.4
2022,4,760212040,18.0,3.0,6.0
2022,4,760212050,13.0,14.5,0.896551724137931
2022,4,760212060,6.0,-3.0,-2.0
2022,4,760212070,1.0,-0.5,-2.0
2022,4,760282040,34.0,-13.0,-2.6153846153846154
2022,4,760282050,30.0,14.0,2.142857142857143
2022,4,760282060,3.0,-1.5,-2.0
2022,4,760282070,9.0,4.5,2.0
2022,4,761911650,0.0,24.0,0.0
2022,4,761911670,0.0,14.0,0.0
2022,4,761911680,0.0,13.0,0.0
2022,4,761981600,0.0,4.5,0.0
2022,4,761981650,0.0,2.5,0.0
2022,4,7624A0090,0.0,0.5,0.0
2022,4,7624A0430,0.0,1.0,0.0
2022,4,7624A2870,0.0,0.5,0.0
2022,4,7624B4930,1.0,0.0,inf
2022,4,762503290,8.0,8.0,1.0
2022,4,762503910,10.0,9.0,1.1111111111111112
2022,4,762881030,5.0,-2.5,-2.0
2022,4,763418020,0.0,12.0,0.0
2022,4,763418120,0.0,18.0,0.0
2022,4,763478150,0.0,8.0,0.0
2022,4,763810520,0.0,17.5,0.0
2022,4,765310190,4.0,8.0,0.5
2022,4,765310220,4.0,38.0,0.10526315789473684
2022,4,765310340,0.0,1.0,0.0
2022,4,765350160,9.0,31.5,0.2857142857142857
2022,4,765560210,0.0,3.0,0.0
2022,4,765560260,6.0,-3.0,-2.0
2022,4,765560270,6.0,-3.0,-2.0
2022,4,768081040,59.0,149.5,0.39464882943143814
2022,4,768560020,12.0,11.0,1.0909090909090908
2022,4,768560840,18.0,-21.0,-0.8571428571428571
2022,4,768567470,12.0,174.0,0.06896551724137931
2022,4,769582630,12.0,194.0,0.061855670103092786
2022,4,772210001,6.0,10.0,0.6
2022,4,772210202,28.0,69.0,0.4057971014492754
2022,4,772240530,1.0,68.5,0.014598540145985401
2022,4,772610734,40.0,120.0,0.3333333333333333
2022,4,772611306,0.0,62.5,0.0
2022,4,772611406,54.0,573.0,0.09424083769633508
2022,4,772614325,18.0,83.0,0.21686746987951808
2022,4,772615714,12.0,49.0,0.24489795918367346
2022,4,772615715,3.0,104.5,0.028708133971291867
2022,4,772615716,12.0,17.0,0.7058823529411765
2022,4,772630422,0.0,168.0,0.0
2022,4,772634070,0.0,588.0,0.0
2022,4,772662002,20.0,-10.0,-2.0
2022,4,772762087,1.0,205.5,0.004866180048661801
2022,4,7C0154050,0.0,53.0,0.0
2022,4,7C0252020,6.0,206.0,0.02912621359223301
2022,4,7C0252050,10.0,5.0,2.0
2022,4,7C0252060,13.0,-1.5,-8.666666666666666
2022,4,7C0342220,0.0,3.0,0.0
2022,4,7C0342490,6.0,32.0,0.1875
2022,4,7C0342769,0.0,5.0,0.0
2022,4,7C0449009,0.0,10.5,0.0
2022,4,7C0449049,0.0,20.0,0.0
2022,4,7C0449070,0.0,11.0,0.0
2022,4,7C0449080,8.0,85.0,0.09411764705882353
2022,4,7C0449140,0.0,2.5,0.0
2022,4,7C0449200,5.0,-2.5,-2.0
2022,4,7C064100A,0.0,87.0,0.0
2022,4,7C064101A,20.0,-76.0,-0.2631578947368421
2022,4,7C064103B,8.0,30.0,0.26666666666666666
2022,4,7C064107B,0.0,9.0,0.0
2022,4,7C0851370,0.0,5.0,0.0
2022,4,7C105250A,0.0,13.0,0.0
2022,4,7C105250B,0.0,6.0,0.0
2022,4,7C1052510,18.0,140.0,0.12857142857142856
2022,4,7C105251A,0.0,24.5,0.0
2022,4,7C105251B,0.0,40.0,0.0
2022,4,7C105253B,6.0,31.0,0.1935483870967742
2022,4,7C1252230,6.0,17.0,0.35294117647058826
2022,4,7C1941050,0.0,18.0,0.0
2022,4,7C5750530,5.0,7.5,0.6666666666666666
2022,4,7C8051030,12.0,15.0,0.8
2022,4,7C8051150,0.0,19.5,0.0
2022,4,7C8051160,0.0,10.0,0.0
2022,4,902896,12.0,6.0,2.0
2022,4,903568,15.0,-32.0,-0.46875
2022,4,903574,12.0,-41.0,-0.2926829268292683
2022,4,903575,36.0,-6.0,-6.0
2022,4,903576,58.0,158.0,0.3670886075949367
2022,4,903577,4.0,14.0,0.2857142857142857
2022,4,903578,28.0,131.0,0.21374045801526717
2022,4,903579,0.0,-3.5,-0.0
2022,4,903580,84.0,-174.0,-0.4827586206896552
2022,4,903581,24.0,73.0,0.3287671232876712
2022,4,903582,168.0,32.0,5.25
2022,4,903583,120.0,76.0,1.5789473684210527
2022,4,903584,24.0,239.0,0.100418410041841
2022,4,903585,60.0,4.0,15.0
2022,4,903586,0.0,5.0,0.0
2022,4,903590,0.0,15.5,0.0
2022,4,A91260,0.0,196.0,0.0
2022,4,A91557,0.0,12.5,0.0
2022,4,A91558,0.0,-31.5,-0.0
2022,4,AC0306,1.0,25.5,0.0392156862745098
2022,4,AC0410,1.0,-0.5,-2.0
2022,4,AC0720,112.0,3259.0,0.03436637005216324
2022,4,AC0730,5.0,147.5,0.03389830508474576
2022,4,AC0732,0.0,28.0,0.0
2022,4,AC1849,1.0,2.5,0.4
2022,4,AC1854,9.0,37.5,0.24
2022,4,AC1860,6.0,59.0,0.1016949152542373
2022,4,AC1863,5.0,81.5,0.06134969325153374
2022,4,AC1864,8.0,36.0,0.2222222222222222
2022,4,AC1865,1.0,-0.5,-2.0
2022,4,AC1866,2.0,24.0,0.08333333333333333
2022,4,AC1868,0.0,17.0,0.0
2022,4,AC1869,4.0,20.0,0.2
2022,4,AC1871,2.0,9.0,0.2222222222222222
2022,4,AC1878,1.0,2.5,0.4
2022,4,AC2399,0.0,7.5,0.0
2022,4,AC2459,1.0,17.5,0.05714285714285714
2022,4,AC2461,1.0,-3.5,-0.2857142857142857
2022,4,AC2462,1.0,-2.5,-0.4
2022,4,AC2465,0.0,-3.0,-0.0
2022,4,AC2468,0.0,-4.0,-0.0
2022,4,AC2471,1.0,0.0,inf
2022,4,AC2477,1.0,1.5,0.6666666666666666
2022,4,AC2554,0.0,-2.0,-0.0
2022,4,AC2559,0.0,2.0,0.0
2022,4,AC2602,1.0,-0.5,-2.0
2022,4,AC2607,3.0,-1.5,-2.0
2022,4,AC6513,5.0,-8.0,-0.625
2022,4,AC8017,1.0,0.5,2.0
2022,4,AC8345,0.0,-1.5,-0.0
2022,4,AC8431,3.0,-6.5,-0.46153846153846156
2022,4,AC8479,2.0,2.0,1.0
2022,4,AC8480,4.0,-7.0,-0.5714285714285714
2022,4,AC8631,2.0,1.0,2.0
2022,4,AC8818,2.0,-2.0,-1.0
2022,4,AM2736900,0.0,1.5,0.0
2022,4,AM3841901,0.0,25.0,0.0
2022,4,AM3951500,0.0,3.0,0.0
2022,4,AP0006,2.0,20.0,0.1
2022,4,AP0156,0.0,-10.0,-0.0
2022,4,AP3985,0.0,-8.5,-0.0
2022,4,CM1024,1.0,0.0,inf
2022,4,CM1100,0.0,0.5,0.0
2022,4,CM1102,0.0,0.5,0.0
2022,4,DE0077,10.0,-74.0,-0.13513513513513514
2022,4,DE0078,10.0,-10.5,-0.9523809523809523
2022,4,DE0951,51.0,13.5,3.7777777777777777
2022,4,DF0676,96.0,-108.0,-0.8888888888888888
2022,4,DF0678,48.0,120.0,0.4
2022,4,DM0005,309.0,5372.5,0.057515123313168916
2022,4,DM0020,0.0,40.5,0.0
2022,4,DM0040,7.0,19.5,0.358974358974359
2022,4,DM0401,8.0,51.0,0.1568627450980392
2022,4,DM0442,3.0,18.5,0.16216216216216217
2022,4,DM0456,32.0,42.0,0.7619047619047619
2022,4,DM0457,2.0,3.0,0.6666666666666666
2022,4,DM0458,12.0,46.0,0.2608695652173913
2022,4,DM0460,19.0,14.5,1.3103448275862069
2022,4,DM0462,0.0,2.0,0.0
2022,4,DM0464,4.0,18.0,0.2222222222222222
2022,4,DM1060,1.0,58.5,0.017094017094017096
2022,4,DM1076,2.0,4.0,0.5
2022,4,DM1096,0.0,34.5,0.0
2022,4,DM1119,1.0,27.0,0.037037037037037035
2022,4,DM1140,0.0,1.0,0.0
2022,4,DM2010,1.0,57.5,0.017391304347826087
2022,4,DM2018,1.0,0.5,2.0
2022,4,DM2029,5.0,20.5,0.24390243902439024
2022,4,DM2034,3.0,6.0,0.5
2022,4,DM2045,18.0,53.0,0.33962264150943394
2022,4,DM2050,6.0,2.0,3.0
2022,4,DM2060,3.0,76.5,0.0392156862745098
2022,4,DP0208,38.0,792.0,0.047979797979797977
2022,4,DP0210,4.0,28.0,0.14285714285714285
2022,4,DP0692,12.0,207.0,0.057971014492753624
2022,4,DP1603,16.0,824.0,0.019417475728155338
2022,4,DP1604,2.0,341.0,0.005865102639296188
2022,4,DP1606,12.0,208.0,0.057692307692307696
2022,4,DP3598,400.0,7307.0,0.05474202819214452
2022,4,DR0218,4.0,30.0,0.13333333333333333
2022,4,DR0610,10.0,84.0,0.11904761904761904
2022,4,DR0612,24.0,-259.0,-0.09266409266409266
2022,4,DR0614,48.0,3.0,16.0
2022,4,DT0420,4.0,33.0,0.12121212121212122
2022,4,DT0680,0.0,8.5,0.0
2022,4,DT0766,0.0,63.0,0.0
2022,4,DT0769,0.0,29.5,0.0
2022,4,DT0772,1.0,120.5,0.008298755186721992
2022,4,DT0796,0.0,18.0,0.0
2022,4,DT0797,0.0,26.0,0.0
2022,4,EE0147,0.0,1.0,0.0
2022,4,F14200,900.0,1460.0,0.6164383561643836
2022,4,F74000,0.0,-1842.0,-0.0
2022,4,FK408B,2.0,0.5,4.0
2022,4,FK555A,0.0,0.5,0.0
2022,4,FM0027,0.0,1.0,0.0
2022,4,G10107,0.0,11000.0,0.0
2022,4,G92846,0.0,144.0,0.0
2022,4,G92848,0.0,244.0,0.0
2022,4,G92849,0.0,300.0,0.0
2022,4,G95786,0.0,480.0,0.0
2022,4,G95787,0.0,1575.0,0.0
2022,4,G95801,0.0,250.0,0.0
2022,4,G95806,0.0,900.0,0.0
2022,4,G95807,0.0,2400.0,0.0
2022,4,G96817,360.0,852.0,0.4225352112676056
2022,4,G96819,492.0,1524.0,0.3228346456692913
2022,4,M28099,4032.0,44520.0,0.09056603773584905
2022,4,M28101,3024.0,31930.0,0.09470717193861572
2022,4,M28177,1920.0,13896.0,0.1381692573402418
