item_number,hour,0
P6015261,6,2
P6013462,4,2
P6013457,7,2
P6015261,7,2
P6015263,6,2
P6015263,8,2
P6015263,9,2
P6015263,11,2
P6013469,8,2
P6015259,7,2
178582,9,2
P6013476,11,2
P6013658,8,2
P6013658,7,2
P6013509,8,2
P6015254,11,2
P6013507,11,2
P6015255,8,2
P6013507,6,2
P6013507,5,2
P6015256,8,2
P6015256,9,2
P6015258,9,2
P6015258,10,2
P6015258,12,2
P6015258,15,2
P6013488,5,2
P6015263,12,2
P6015263,13,2
P6015264,8,2
P6015264,9,2
178623,6,2
P6013444,21,2
P6013444,12,2
P6013444,10,2
P6015268,6,2
P6015268,8,2
P6015268,11,2
P6015268,13,2
P6013444,7,2
P6015271,7,2
P6013444,6,2
P6013433,6,2
P6013424,12,2
P6015274,5,2
P6013424,4,2
P6013448,13,2
P6013448,14,2
P6015267,13,2
P6013453,11,2
P6015264,11,2
P6015264,13,2
178611,7,2
P6015265,8,2
P6015265,9,2
P6015265,11,2
P6015265,12,2
P6015267,11,2
P6015265,13,2
P6013452,11,2
P6015266,6,2
P6015266,9,2
P6015266,12,2
P6015266,13,2
P6014717,5,2
P6015252,8,2
P6013351,9,2
P6015039,8,2
P6014946,8,2
P6015045,6,2
P6014945,12,2
P6014945,6,2
P6014940,11,2
P6015045,8,2
P6015045,12,2
P6015053,7,2
P6015053,10,2
P6014939,8,2
P6014939,6,2
P6014938,8,2
P6014938,6,2
P6014932,11,2
P6014929,10,2
P6014947,6,2
P6015007,13,2
P6015251,12,2
P6014949,11,2
P6014967,8,2
P6014971,8,2
178569,10,2
P6014971,12,2
P6014977,11,2
P6014985,6,2
P6014985,11,2
P6014958,10,2
P6014989,11,2
P6015007,5,2
P6014955,7,2
P6014953,6,2
P6014952,7,2
P6015007,10,2
P6014949,12,2
P6014929,9,2
P6014924,6,2
P6014923,12,2
P6014923,11,2
P6015135,7,2
P6014900,11,2
P6014899,11,2
178580,9,2
P6015135,9,2
P6014857,14,2
P6015135,13,2
P6014851,13,2
P6015187,6,2
P6015245,6,2
P6015245,10,2
P6015245,11,2
P6014851,5,2
P6015245,12,2
178580,12,2
P6014902,5,2
P6015083,8,2
P6015083,6,2
P6014914,12,2
P6015057,8,2
P6015057,10,2
P6014923,7,2
P6015067,5,2
P6015067,12,2
P6014920,8,2
P6015077,10,2
P6014903,5,2
178580,7,2
P6015077,12,2
P6014905,10,2
P6014905,9,2
178580,8,2
P6014903,8,2
P6013370,6,2
P6013351,8,2
P6015752,9,2
178624,7,2
P6015419,11,2
P6015419,12,2
P6013042,7,2
P6015420,9,2
P6015420,10,2
P6013042,5,2
P6015420,11,2
P6015423,5,2
P6013033,12,2
P6013033,5,2
P6013024,13,2
P6013024,8,2
P6015548,6,2
P6015548,7,2
P6013024,5,2
P6015418,14,2
178505,12,2
P6015391,8,2
P6015418,5,2
P6015394,7,2
P6015394,10,2
P6013078,12,2
P6015404,11,2
P6013078,11,2
P6015404,13,2
P6013078,10,2
P6015405,8,2
P6015414,5,2
P6013078,9,2
P6015414,8,2
P6015414,9,2
P6015414,12,2
P6015415,9,2
P6015416,7,2
178497,7,2
P5001702,6,2
P6013006,13,2
P6013006,7,2
P6015607,7,2
P6015607,9,2
P6015607,10,2
P6012740,8,2
P6015607,12,2
P6015674,11,2
P6015675,11,2
P6015723,6,2
P6012736,8,2
P6015747,6,2
P6015747,7,2
P6012736,5,2
P6015747,10,2
P6015749,9,2
P6012732,6,2
P6012741,10,2
P6012741,12,2
P6015555,7,2
P6015552,8,2
P6012988,10,2
P6012878,9,2
P6015551,10,2
P6015551,12,2
P6012749,12,2
P6015552,6,2
P6012749,7,2
P6015555,6,2
P6015552,9,2
P6012747,6,2
P6015552,11,2
178490,14,2
P6015554,8,2
P6015554,9,2
P6015394,6,2
P6015388,8,2
178515,10,2
P6013145,7,2
P6015292,10,2
P6013143,6,2
P6013142,14,2
P6015294,9,2
P6013142,11,2
P6015294,12,2
P6015300,7,2
P6015300,10,2
P6015304,9,2
P6013139,10,2
P6013139,9,2
P6015304,11,2
P6013138,14,2
P6015308,14,2
P6013138,9,2
P6015292,9,2
P6015291,11,2
P6015387,9,2
P6015290,14,2
P6013350,11,2
P6013350,10,2
P6013345,9,2
P6015280,7,2
P6013289,6,2
P6013152,13,2
P6015287,9,2
P6015287,10,2
P6015288,10,2
P6015288,14,2
P6013147,7,2
P6013145,14,2
P6015289,10,2
P6015289,14,2
P6015290,10,2
P6015312,6,2
P6013138,6,2
P6013137,11,2
P6015318,13,2
P6015383,6,2
P6015383,9,2
P6015383,11,2
P6015383,13,2
P6015385,6,2
P6013096,21,2
P6013096,11,2
P6015385,9,2
P6013096,9,2
P6015385,10,2
P6015385,13,2
P6013096,6,2
P6013087,13,2
P6013087,9,2
P6015387,8,2
178508,5,2
P6013124,7,2
P6013132,6,2
P6015347,9,2
P6015326,10,2
P6015326,13,2
P6013136,11,2
P6015326,14,2
P6015345,6,2
P6015345,8,2
P6015347,12,2
178623,11,2
P6015349,14,2
P6015351,7,2
P6015351,13,2
P6015358,10,2
P6015358,13,2
P6015358,14,2
175856,12,2
P6011006,7,2
P6011006,5,2
SM0005,6,2
132205,10,2
SM0005,9,2
SM0005,10,2
SM0005,11,2
178776,7,2
178776,8,2
178777,9,2
178781,6,2
SM0006,9,2
P6010361,13,2
P6010357,14,2
P6010354,7,2
SM0011,10,2
SM0012,12,2
P6010350,13,2
P6010363,14,2
SM0003,10,2
P6010372,8,2
SM0003,5,2
R18410,8,2
P6010371,6,2
132206,10,2
P6010370,9,2
R18410,12,2
R18410,13,2
P6010369,12,2
S100089,5,2
S100089,11,2
178748,10,2
SM0001,13,2
178769,6,2
178769,10,2
SM0002,8,2
SM0002,11,2
P6010350,9,2
P6010350,7,2
SM0014,11,2
P6014971,5,2
SM0151,9,2
P6010322,9,2
SM0152,8,2
SM0152,9,2
178809,10,2
P6010322,5,2
P6010319,21,2
P6010319,12,2
SM0158,6,2
SM0158,8,2
SM0158,9,2
SM0160,9,2
P6010319,7,2
SM0165,10,2
SM0167,5,2
SM0150,10,2
SM0150,9,2
P6010322,12,2
SM0028,10,2
P6010343,8,2
P6010343,7,2
P6010340,12,2
SM0028,5,2
SM0028,9,2
178804,9,2
P6010336,11,2
P6010326,7,2
SM0031,7,2
SM0032,11,2
P6010333,6,2
P6010326,15,2
SM0150,6,2
SM0150,8,2
R18270,13,2
P6010373,9,2
178813,10,2
P6010495,13,2
P6010495,6,2
P6010493,12,2
P6010493,11,2
P85304,5,2
P6010493,8,2
P6010493,7,2
P85311,6,2
175011,13,2
178716,6,2
P85426,7,2
P85441,9,2
P86111,5,2
178716,9,2
P6010468,8,2
178717,10,2
P6010495,12,2
175012,6,2
P6010375,5,2
P6010499,5,2
P6010512,11,2
P6010512,10,2
175015,13,2
P6010501,13,2
175015,12,2
175015,10,2
175015,9,2
P6010501,7,2
175012,13,2
P85298,15,2
P6010499,21,2
175012,11,2
175012,8,2
P6010499,10,2
178712,13,2
178718,5,2
P86236,8,2
175010,5,2
P86236,13,2
P90532,9,2
P6010416,5,2
P6010415,9,2
P6010379,9,2
P6010377,8,2
P90532,19,2
P90561,11,2
P90570,7,2
P6010376,11,2
P90570,11,2
R02940,5,2
132207,7,2
P6010375,7,2
R02940,9,2
R02940,11,2
P6010443,8,2
178733,9,2
169035,13,2
175008,5,2
P90294,9,2
P90294,13,2
P90478,8,2
P90523,4,2
178718,9,2
175008,6,2
178718,12,2
169043,5,2
175001,9,2
P90524,19,2
P6010448,5,2
169053,8,2
169053,5,2
P90527,14,2
P6010269,17,2
SM0167,8,2
175856,9,2
SM0730,10,2
SM0732,7,2
P6010165,7,2
P6010165,6,2
P6010165,5,2
P6010154,10,2
P6010152,11,2
P6010149,6,2
SM0733,5,2
SM0733,8,2
P6010148,8,2
SM0733,11,2
SM0733,12,2
P6010146,8,2
SM0734,10,2
SM0735,6,2
P6010165,9,2
P6010166,13,2
P6010186,7,2
P6010168,5,2
SM0726,7,2
P6010183,5,2
P6010182,8,2
SM0728,5,2
SM0728,10,2
P6010173,5,2
P6010170,10,2
P6010170,9,2
178885,9,2
P6010170,6,2
117410LF,7,2
SM0729,12,2
P6010168,12,2
P6010168,11,2
SM0730,8,2
SM0738,9,2
SM0738,12,2
117403LF,6,2
117403LF,4,2
P6010121,6,2
P6010110,13,2
P6010110,12,2
115186,14,2
115185,14,2
115183,14,2
P6010106,13,2
115181,12,2
115181,9,2
SM0746,13,2
P6010106,9,2
SM0746,16,2
115180,14,2
P6010106,6,2
P6010105,7,2
P6010121,13,2
P6010121,21,2
P6010122,13,2
117104LF,12,2
SM0740,13,2
117401LF,13,2
P6010140,8,2
P6010131,13,2
117107LF,10,2
117107LF,8,2
P6010130,9,2
P6010124,11,2
117103LF,11,2
117103LF,10,2
P6010130,5,2
P6010126,10,2
117103LF,9,2
SM0743,16,2
P6010186,5,2
SM0726,6,2
P6010269,5,2
P6010267,5,2
SM0529,7,2
SM0530,6,2
SM0531,6,2
SM0633,9,2
SM0634,10,2
P6010263,12,2
P6010263,10,2
P6010263,7,2
P6010263,6,2
SM0637,14,2
SM0654,11,2
P6010262,11,2
P6010261,10,2
SM0706,5,2
132204,12,2
SM0528,9,2
SM0528,6,2
P6010193,10,2
SM0526,7,2
SM0177,7,2
SM0181,9,2
178815,5,2
SM0181,11,2
SM0261,10,2
SM0270,6,2
SM0295,7,2
P6010268,4,2
P6010267,14,2
SM0366,6,2
SM0366,14,2
SM0368,8,2
P6010267,12,2
SM0523,10,2
SM0526,6,2
SM0706,12,2
SM0706,13,2
SM0707,5,2
SM0708,8,2
P6010209,6,2
P6010206,11,2
P6010206,10,2
SM0718,14,2
P6010204,7,2
SM0719,6,2
SM0720,6,2
P6010202,10,2
P6010200,10,2
SM0722,5,2
P6010199,12,2
P6010199,10,2
178883,5,2
P6010198,6,2
P6010193,13,2
P6010209,21,2
178882,13,2
SM0715,14,2
132202,7,2
132203,9,2
178819,6,2
SM0709,6,2
P6010251,13,2
SM0709,12,2
132202,10,2
178872,6,2
SM0715,10,2
132200,4,2
117682LF,10,2
117416LF,12,2
178882,8,2
P6010237,12,2
SM0713,8,2
P6010512,12,2
P6010514,7,2
P6010514,10,2
P6010974,9,2
178670,6,2
178670,8,2
175834,4,2
175833,11,2
178671,14,2
178672,5,2
178672,7,2
175832,12,2
P6010969,12,2
175832,10,2
178672,9,2
178672,11,2
178677,5,2
P6010949,11,2
P6010949,8,2
P81486,12,2
P6010980,5,2
P81312,7,2
175834,11,2
P81312,8,2
178669,6,2
P81312,10,2
P6010982,10,2
P81312,11,2
P81312,12,2
P81314,11,2
175838,10,2
175838,9,2
P81354,9,2
P81357,9,2
P6010981,7,2
P6010980,13,2
178669,9,2
175835,7,2
P81488,12,2
P6010949,5,2
175831,11,2
P6010935,21,2
P82098,9,2
P82099,9,2
P82155,5,2
P82170,6,2
178691,8,2
175829,13,2
P82329,16,2
175829,11,2
P6010907,10,2
P6010907,8,2
P82333,7,2
P82333,8,2
P6010907,6,2
P6010906,11,2
P6010906,5,2
P81952,21,2
P81952,13,2
P81952,8,2
178682,8,2
P81497,6,2
P6010929,10,2
P6010929,8,2
178677,11,2
P6010929,6,2
P81497,9,2
P81498,11,2
175831,9,2
P81771,12,2
P6010911,13,2
P81933,5,2
P81950,9,2
P81950,13,2
P81950,21,2
178666,11,2
P81295,8,2
P6010520,5,2
P6011000,10,2
P6011000,6,2
P78724,19,2
P6010998,13,2
P78738,5,2
175850,12,2
175850,6,2
P78738,21,2
P78791,5,2
P6010997,8,2
P78791,11,2
P78792,11,2
P6010996,8,2
P78804,5,2
P6010996,6,2
P6010993,13,2
P6011000,9,2
P6011000,11,2
175843,6,2
P6011002,10,2
175855,12,2
175855,11,2
P6011005,11,2
P77273,10,2
P77277,11,2
P78533,7,2
P6011005,8,2
P78533,8,2
P6011004,13,2
P6011004,12,2
175854,10,2
P6011004,10,2
P6011004,6,2
P6011003,5,2
P6011002,13,2
P78922,4,2
P78922,11,2
P78922,12,2
P78922,14,2
P79026,7,2
P6010988,8,2
P79026,13,2
178662,12,2
175845,9,2
P6010988,5,2
P81289,9,2
175845,5,2
P6010984,11,2
P6010984,7,2
P81289,13,2
175843,11,2
175843,9,2
178666,6,2
P81290,12,2
175845,13,2
P6010988,10,2
175846,7,2
P78985,5,2
P6010993,6,2
175848,14,2
P6010992,11,2
175848,12,2
P6010992,10,2
175848,4,2
P78985,11,2
175846,9,2
P6010992,7,2
P78985,13,2
P6010990,13,2
P79011,13,2
P79018,5,2
175847,5,2
P6010904,13,2
P6010904,7,2
P6010900,9,2
P6010660,8,2
P6010659,10,2
P85258,9,2
175049,12,2
P85258,13,2
P85258,14,2
P85265,13,2
P85266,5,2
P6010617,9,2
P6010613,6,2
175049,9,2
P85266,8,2
P85267,10,2
P6010607,13,2
P85267,12,2
175036,13,2
P6010660,6,2
P6010660,9,2
P6010897,11,2
175053,9,2
P85252,7,2
P6010675,10,2
P85252,13,2
P6010675,9,2
P6010671,13,2
P6010671,12,2
P6010671,10,2
P6010671,8,2
175054,10,2
175054,5,2
P6010667,10,2
P6010662,10,2
P6010662,7,2
P6010660,13,2
175053,12,2
178706,8,2
178706,9,2
175036,12,2
175033,10,2
175025,4,2
178708,9,2
P85288,15,2
P6010548,7,2
P6010544,12,2
175022,9,2
175020,16,2
P6010544,5,2
P85289,15,2
175020,7,2
178711,6,2
P6010536,5,2
P85290,15,2
P6010520,7,2
175017,9,2
P6010554,12,2
175025,5,2
P6010580,9,2
175028,6,2
175033,6,2
P85285,15,2
P6010588,6,2
P6010587,10,2
P6010585,13,2
175029,12,2
178707,9,2
175025,8,2
175027,10,2
P6010585,8,2
175026,7,2
P6010584,7,2
P6010583,8,2
P6010580,16,2
P6010694,5,2
P85252,5,2
P6010703,13,2
P85166,14,2
P6010894,10,2
175826,11,2
P85018,5,2
P6010894,6,2
P85018,8,2
P85018,14,2
P6010893,8,2
P6010893,6,2
175826,5,2
P6010893,5,2
175825,12,2
P85075,12,2
P85164,7,2
175825,10,2
175825,6,2
P82929,10,2
P82929,9,2
P6010894,11,2
P82437,6,2
P6010897,10,2
P82363,11,2
175828,11,2
175827,14,2
P82364,19,2
P6010895,10,2
P82641,8,2
P82888,8,2
P82645,5,2
P82859,11,2
P82860,9,2
P82860,11,2
P6010895,7,2
P82873,12,2
P6010891,6,2
P6010887,13,2
P6010787,8,2
P6010887,11,2
P6010882,7,2
P85248,14,2
P6010882,5,2
P6010880,21,2
P85248,16,2
175059,11,2
P6010880,12,2
P6010880,9,2
P85249,8,2
P85249,11,2
175059,7,2
175059,5,2
P6010847,11,2
P85251,7,2
P6010789,6,2
175072,9,2
P6010882,9,2
175074,10,2
P85240,5,2
P6010887,10,2
P6010887,8,2
175822,8,2
175819,13,2
175302,11,2
P85239,14,2
P6010884,21,2
175074,11,2
P6010884,9,2
P85242,12,2
175078,11,2
178691,13,2
175078,5,2
175074,12,2
178497,6,2
P5003550,5,2
DP0692,10,2
188562,8,2
188559,7,2
7C0455020,9,2
188559,14,2
52-261-625-001,14,2
P2001617,4,2
P2001605,19,2
P2001605,14,2
7C065102B,6,2
7C0449200,8,2
P2001601,13,2
188701,14,2
P2001579,8,2
7C0851370,7,2
7C0851370,10,2
188702,13,2
7C0851400,11,2
188558,10,2
P2001621,7,2
7C1252180,11,2
188555,8,2
P2001637,8,2
P2001637,6,2
7C0449030,7,2
188554,5,2
188554,8,2
188555,4,2
7C0449030,9,2
188555,11,2
7C0449140,9,2
188556,5,2
P2001623,19,2
188556,9,2
7C0449080,10,2
188556,13,2
7C0449120,7,2
P2001621,12,2
7C0851400,13,2
P2001577,5,2
P2001576,9,2
P2001173,7,2
P2001268,9,2
7C1252110,9,2
52-261-582-001,12,2
7C1252110,13,2
P2001235,10,2
7C1252120,12,2
7C1252130,8,2
P2001165,7,2
P2001576,8,2
P2001158,8,2
P2001157,8,2
P2001157,6,2
7C1252160,11,2
7C1252170,6,2
188709,10,2
7C1252170,12,2
P2001324,9,2
P2001330,8,2
7C105253B,10,2
188709,5,2
P2001575,12,2
7C1052500,9,2
188704,8,2
P2001575,5,2
P2001568,8,2
7C105251B,8,2
P2001391,13,2
P2001391,12,2
7C1052520,9,2
188704,9,2
188704,11,2
7C1052530,6,2
P2001335,14,2
188705,7,2
188705,8,2
7C0449020,14,2
7C0352440,9,2
7C0352300,8,2
185143,10,2
P2002396,5,2
P2002394,15,2
185141,11,2
185141,14,2
185143,6,2
7C0154070,11,2
185143,9,2
185143,12,2
P2002338,11,2
187202,10,2
188417,7,2
7C0154150,5,2
188418,13,2
7C0252000,5,2
188425,6,2
52-322-941-001,9,2
185141,10,2
185141,9,2
7C0154030,12,2
7C0154010,5,2
P2002412,16,2
772762103,10,2
772762260,8,2
772818941,9,2
P2002408,14,2
185022,13,2
772818941,12,2
185025,13,2
773344006,10,2
773344006,11,2
185109,4,2
185112,13,2
185113,8,2
185113,11,2
185118,11,2
7C0252020,8,2
7C0252020,9,2
7C0352300,6,2
P2001640,13,2
188431,10,2
P2001741,19,2
188431,11,2
188432,7,2
52-261-625-002,9,2
188434,7,2
P2001641,5,2
P2001640,10,2
P2002330,11,2
P2001640,7,2
P2001640,5,2
P2001639,11,2
P2001639,10,2
7C0342700,5,2
P2001638,13,2
7C0342700,7,2
188431,8,2
188431,7,2
7C0342260,7,2
P2001742,16,2
P2002322,14,2
P2002322,7,2
7C0252030,7,2
7C0252030,8,2
P2001747,9,2
188426,8,2
P2001747,5,2
7C0252060,6,2
P2001745,19,2
188427,8,2
188427,10,2
188428,9,2
188428,11,2
188428,13,2
188429,6,2
7C1252180,10,2
188711,6,2
772762040,13,2
P2000880,14,2
52-239-532-001,10,2
903586,10,2
903586,11,2
P2000880,21,2
903586,12,2
903587,16,2
903588,5,2
903588,6,2
P2000884,5,2
226240,9,2
52-239-349-003,9,2
903588,9,2
903588,11,2
226240,14,2
226240,16,2
P2000874,9,2
P2000882,11,2
P2000884,9,2
188712,7,2
P2000890,19,2
210619,8,2
P2000911,11,2
P2000911,10,2
903581,4,2
903581,7,2
P2000905,9,2
903581,12,2
52-239-570-001,8,2
52-239-562-001,16,2
52-239-567-001,12,2
903582,13,2
52-239-566-001,14,2
213300,9,2
214205,9,2
216790,10,2
903585,4,2
226260,11,2
903588,13,2
903589,8,2
A07018,11,2
228680,13,2
228700,14,2
A07001,11,2
A07001,12,2
P2000852,19,2
230080,13,2
230100,10,2
A07018,12,2
226700,6,2
230100,12,2
P2000850,14,2
230120,14,2
P2000848,19,2
A07030,5,2
P2000848,14,2
230440,9,2
A07001,6,2
A03833,8,2
52-239-349-003,7,2
A03830,7,2
903589,13,2
226700,9,2
226700,11,2
226720,16,2
226740,13,2
227000,9,2
227000,10,2
227000,11,2
P2000858,5,2
P2000856,19,2
227040,9,2
903591,11,2
227040,13,2
227040,14,2
227040,16,2
210618,11,2
210618,9,2
P2000917,5,2
P2001125,13,2
7C5750500,12,2
7C5750520,10,2
7C5750530,8,2
7C5750530,11,2
7C8051000,7,2
1EF021LF,6,2
7C8051020,10,2
7C8051060,8,2
7C9550120,6,2
7C8051060,11,2
7C8051070,7,2
7C8051070,12,2
7C8051070,13,2
7C8051140,9,2
P2001011,19,2
7C8051140,11,2
7C5750500,11,2
7C1951020,11,2
7C1951020,6,2
7C1941020,9,2
188712,8,2
7C1252220,11,2
7C1252230,10,2
P2001152,4,2
P2001149,7,2
P2001149,6,2
P2001147,8,2
7C1252250,10,2
188714,15,2
188715,5,2
188715,9,2
7C1941010,6,2
7C1941010,8,2
7C1941010,9,2
P2001127,12,2
7C9550100,11,2
902830,12,2
210196,9,2
52-260-537-001,4,2
52-260-537-002,6,2
903577,8,2
52-260-537-001,14,2
52-260-537-001,12,2
52-260-537-001,9,2
52-260-537-001,5,2
P2000919,12,2
903578,13,2
205210,11,2
P2000919,8,2
903579,9,2
903579,10,2
210195,13,2
903579,11,2
210196,5,2
210196,8,2
52-260-537-002,10,2
52-260-537-002,12,2
P2001003,8,2
P2001003,9,2
209047,6,2
P2001007,15,2
P2001007,14,2
209084,7,2
902909,10,2
209088,11,2
903568,10,2
52-261-521-001,9,2
903568,14,2
P2001005,7,2
903568,15,2
P2001005,5,2
52-261-521-001,6,2
903574,13,2
52-261-022-001,8,2
772762087,9,2
P2002418,9,2
763478080,9,2
768567470,6,2
183762,6,2
183765,5,2
P2004415,19,2
P2004415,16,2
P2004415,14,2
768560850,16,2
768567470,5,2
183774,6,2
768560840,6,2
183774,10,2
769180400,6,2
769180400,7,2
769180400,9,2
183777,9,2
769180450,11,2
769580070,10,2
183762,5,2
768560840,5,2
772230322,12,2
P2004421,14,2
183696,12,2
183702,5,2
183714,9,2
768081040,12,2
768081100,6,2
183741,9,2
183747,6,2
768081980,12,2
183759,6,2
768082390,9,2
183750,10,2
768082420,9,2
768560020,5,2
183753,6,2
768560030,7,2
768560030,8,2
183783,5,2
769580090,9,2
183789,6,2
P2003328,7,2
P2003473,5,2
772210202,13,2
P2003472,8,2
772221407,7,2
P2003328,12,2
772221421,6,2
P2003328,9,2
P2003328,5,2
P2004411,19,2
772221421,12,2
772221423,11,2
772221446,6,2
P2003151,9,2
772221446,9,2
772221446,11,2
P2002874,6,2
P2003473,6,2
P2003473,9,2
P2003473,10,2
P2003473,11,2
P2004411,15,2
183801,5,2
183813,6,2
769582630,7,2
769582630,8,2
769582630,9,2
183898,10,2
P2003516,12,2
P2003516,11,2
P2003516,7,2
769582730,8,2
P2003476,14,2
769582760,11,2
183898,11,2
P2003475,8,2
767780020,5,2
767780010,13,2
767780010,12,2
P2004630,5,2
P2004632,12,2
183519,6,2
P2004630,14,2
763970600,7,2
P2004630,12,2
P2004630,7,2
183519,11,2
763970600,9,2
765210130,10,2
P2004628,12,2
763970700,6,2
P2004628,11,2
765210100,7,2
765210100,12,2
183521,10,2
183523,5,2
183517,6,2
183515,14,2
763871080,13,2
P2004634,13,2
763810510,6,2
P2004713,7,2
P2004705,13,2
763810520,11,2
763871000,11,2
763871010,6,2
763871020,5,2
P2004638,14,2
183513,5,2
P2004638,5,2
P2004636,15,2
P2004636,13,2
P2004636,9,2
P2004636,7,2
763871070,12,2
183523,10,2
P2004622,13,2
765560260,8,2
765560200,10,2
765350160,12,2
183565,9,2
765380000,8,2
765380000,12,2
P2004442,10,2
P2004440,8,2
765560200,8,2
P2004434,6,2
765270120,6,2
765560210,8,2
P2004432,6,2
P2004429,19,2
P2004429,14,2
765560240,6,2
183581,10,2
183583,8,2
765350150,10,2
765350150,9,2
765350120,7,2
765350100,9,2
765310150,6,2
P2004620,21,2
P2004620,13,2
183532,10,2
183532,11,2
183534,7,2
P2004570,8,2
765310160,7,2
183545,7,2
183547,6,2
P2004563,14,2
765310200,13,2
183560,8,2
765310250,8,2
765310340,5,2
772230321,5,2
P2002870,11,2
P2002418,13,2
772634104,9,2
772634055,13,2
772634056,9,2
184417,10,2
184423,11,2
772634070,11,2
772634104,5,2
184428,10,2
772634152,10,2
772634055,6,2
P2002487,5,2
772634153,5,2
184432,9,2
772634153,7,2
184441,7,2
772634153,12,2
772634336,6,2
P2002498,11,2
P2002498,14,2
P2002870,10,2
772630058,13,2
772615732,9,2
772615732,14,2
P2002512,5,2
P2002510,8,2
772618921,6,2
184125,10,2
772630058,7,2
184129,7,2
P2002500,14,2
P2002506,5,2
184250,11,2
772630152,11,2
772630152,13,2
772630154,9,2
P2002504,5,2
P2002502,14,2
P2002480,12,2
P2002480,11,2
772634336,7,2
772650413,6,2
P2002459,12,2
772650353,5,2
184722,7,2
772650353,7,2
772650353,13,2
P2002459,9,2
P2002459,8,2
P2002459,5,2
772634336,11,2
P2002445,11,2
772650798,9,2
184730,5,2
P2002444,9,2
772662002,5,2
772762007,7,2
772762007,12,2
P2002461,6,2
P2002461,7,2
P2002461,15,2
184722,5,2
P2002469,9,2
184462,5,2
P2002469,5,2
184480,9,2
772640852,10,2
772640852,13,2
772640853,7,2
P2002467,8,2
772640853,11,2
772650305,6,2
772650305,9,2
184664,7,2
772650305,11,2
772650323,9,2
P2002463,8,2
184113,5,2
184105,13,2
184105,7,2
184057,5,2
P2002865,12,2
772543004,9,2
184049,9,2
P2002864,14,2
772610723,5,2
772610723,10,2
772610807,10,2
184057,9,2
P2002645,11,2
772611207,13,2
P2002701,10,2
P2002701,7,2
772611233,9,2
772611243,7,2
772611243,8,2
772611243,11,2
772543004,7,2
184049,5,2
772310408,8,2
184041,11,2
772240530,7,2
P2002869,19,2
P2002869,14,2
183993,10,2
772240530,13,2
184001,6,2
P2002869,5,2
P2002868,19,2
772310235,7,2
772310243,10,2
P2002867,12,2
184029,7,2
P2002866,15,2
772310408,6,2
772310408,7,2
P2002677,6,2
772611306,7,2
P2002519,6,2
P2002542,5,2
772614325,10,2
772615712,5,2
P2002543,5,2
772615715,6,2
184089,7,2
772615715,7,2
P2002542,9,2
772615715,11,2
P2002629,16,2
184097,7,2
772615715,12,2
772615716,6,2
184097,9,2
P2002522,12,2
P2002522,10,2
P2002519,11,2
772614325,7,2
184085,6,2
772614325,5,2
P2002543,14,2
772611306,9,2
184064,6,2
772611406,5,2
772611406,7,2
P2002591,15,2
772611406,10,2
772611406,13,2
772612606,10,2
184065,11,2
772613407,5,2
P2002545,11,2
772613407,12,2
772614121,5,2
772614122,10,2
772614122,13,2
231440,11,2
P2000844,12,2
231560,10,2
DP0780,8,2
AC5721,6,2
AC5721,9,2
AC5721,21,2
DP1603,4,2
AC5724,11,2
AC5728,9,2
DP0859,8,2
DP0780,6,2
517412,10,2
DP0692,13,2
517414,21,2
P5001700,9,2
517418,8,2
517418,10,2
AC5729,9,2
AC5729,10,2
AC5720,21,2
DP1603,13,2
AC8574,13,2
AC5263,11,2
DR0232,11,2
AC2616,11,2
DR0232,8,2
DR0218,8,2
513049,12,2
AC5261,5,2
AC5261,9,2
513061,21,2
DP1603,15,2
DP1606,13,2
513622,14,2
AC5361,6,2
517410,5,2
DP1604,14,2
DP1604,10,2
517412,5,2
AC5729,12,2
AC5743,9,2
517419,7,2
52-116-917-520,7,2
AC6503,14,2
52-116-917-501,7,2
AC8153,8,2
DM2033,6,2
DM2029,13,2
AC8345,7,2
AC8345,11,2
AC8431,9,2
517419,9,2
AC8431,10,2
AC8479,4,2
DM2010,14,2
AC8479,7,2
AC8480,10,2
52-116-917-520,19,2
52-116-917-523,3,2
52-115-223-001,11,2
52-105-175-010,6,2
AC6113,21,2
DM2060,11,2
517419,21,2
517429,12,2
AC5911,7,2
AC5911,13,2
52-105-175-003,10,2
DP0208,4,2
AC6034,6,2
DP0083,6,2
DP0019,7,2
DP0009,7,2
AC6061,7,2
52-129-440-521,11,2
52-129-440-520,10,2
DM2060,14,2
52-105-175-003,11,2
DR0232,12,2
DR0232,13,2
DR0234,11,2
DT0813,13,2
EE0147,7,2
EE0147,5,2
AC2588,6,2
EE0128,11,2
AC2588,10,2
AC2602,8,2
DT0817,13,2
AC2602,12,2
510825,10,2
510824,12,2
DT0798,5,2
510824,13,2
DT0796,9,2
AC2603,7,2
DT0772,19,2
DT0772,15,2
EE0147,8,2
AC2586,8,2
EE0147,9,2
AC2585,11,2
510762,11,2
AC2537,12,2
510762,12,2
AC2554,9,2
AC2554,11,2
AC2558,7,2
F04600,14,2
F04600,9,2
EE0219,5,2
AC2559,11,2
AC2559,13,2
EE0215,10,2
AC2583,7,2
AC2585,8,2
EE0211,11,2
510825,7,2
AC2603,9,2
DR0234,12,2
DR0308,7,2
AC2610,6,2
512794,10,2
DR0610,11,2
513025,6,2
AC2610,9,2
513046,10,2
DR0308,12,2
DR0308,5,2
510936,9,2
DR0304,6,2
DR0298,13,2
AC2611,7,2
DR0240,11,2
DR0240,8,2
