year_month,item_number,cumulative_lpns
2022-12,V50810,0.0
2022-12,V50811,4.0
2022-12,V50817,-5.0
2022-12,V50833,86.0
2022-12,V50836,97.0
2022-12,V50837,4.0
2022-12,V50926,-34.0
2022-12,V51756,-3.0
2022-12,V51759,-24.0
2022-12,V51961,16.0
2022-12,V51967,59.0
2022-12,V51973,72.0
2022-12,Y043496,0.0
2022-12,Y043577,0.0
2022-12,Y043780,0.0
2022-12,Y043928,0.0
2022-12,Y043958,0.0
2022-12,Y043962,0.0
2022-12,Y044026,0.0
2022-12,Y91689,0.0
2022-12,YA5799,0.0
2022-12,YA5968,0.0
2022-12,YA6073,0.0
2022-12,YA6105,0.0
2022-12,YA6210,0.0
2022-12,YA6212,0.0
2022-12,YA6285,0.0
2022-12,YA6306,0.0
2022-12,YA6310,0.0
2022-12,YA6366,0.0
2022-12,YA6587,0.0
2023-01,08-105-173-065,-2.0
2023-01,104303,-45.0
2023-01,104306,-79.0
2023-01,104313,-22.0
2023-01,104321,-61.0
2023-01,104326,-70.0
2023-01,104328,-6.0
2023-01,104451LF,-62.0
2023-01,104452LF,-7.0
2023-01,104453LF,-11.0
2023-01,104459LF,-26.0
2023-01,104476LF,-6.0
2023-01,104478LF,-3.0
2023-01,104500,-13.0
2023-01,104615,-2.0
2023-01,107018,-28.0
2023-01,107024,0.0
2023-01,110195LF,-10.0
2023-01,111034,-38.0
2023-01,111040,-32.0
2023-01,111042,-34.0
2023-01,111044,-22.0
2023-01,111046,-21.0
2023-01,111047,-43.0
2023-01,111049,-30.0
2023-01,111061,-22.0
2023-01,112098,-31.0
2023-01,112100,-70.0
2023-01,115112,-26.0
2023-01,115113,-22.0
2023-01,115114,-26.0
2023-01,115124,13.0
2023-01,115129,13.0
2023-01,115170,-11.0
2023-01,115174,-9.0
2023-01,115175,-3.0
2023-01,115176,-12.0
2023-01,115177,-29.0
2023-01,115178,7.0
2023-01,115179,-37.0
2023-01,115181,5.0
2023-01,115182,-25.0
2023-01,115183,0.0
2023-01,115184,-10.0
2023-01,115185,4.0
2023-01,115186,-22.0
2023-01,115188,16.0
2023-01,115189,20.0
2023-01,117103LF,-9.0
2023-01,117104LF,-34.0
2023-01,117105LF,8.0
2023-01,117401LF,-19.0
2023-01,117402LF,5.0
2023-01,117403LF,-10.0
2023-01,117404LF,-4.0
2023-01,117410LF,2.0
2023-01,117411LF,-14.0
2023-01,117412LF,-44.0
2023-01,117413LF,-3.0
2023-01,117414LF,-46.0
2023-01,117415LF,-9.0
2023-01,117416LF,-23.0
2023-01,132200,1.0
2023-01,132204,-17.0
2023-01,132206,-9.0
2023-01,169035,-11.0
2023-01,169038,0.0
2023-01,169053,-5.0
2023-01,175008,-1.0
2023-01,175011,-36.0
2023-01,175019,-9.0
2023-01,175020,3.0
2023-01,175028,0.0
2023-01,175031,0.0
2023-01,175062,1.0
2023-01,175065,2.0
2023-01,175824,-25.0
2023-01,175826,-10.0
2023-01,175827,-16.0
2023-01,175829,-14.0
2023-01,175838,3.0
2023-01,175845,-10.0
2023-01,175846,-5.0
2023-01,175847,-6.0
2023-01,175855,-14.0
2023-01,175862,-1.0
2023-01,175908,0.0
2023-01,175955,-1.0
2023-01,178456,2.0
2023-01,178463,-1.0
2023-01,178473,-11.0
2023-01,178592,1.0
2023-01,178624,0.0
2023-01,178657,-4.0
2023-01,178671,-42.0
2023-01,178691,-5.0
2023-01,178769,-1.0
2023-01,178772,0.0
2023-01,178776,-3.0
2023-01,178781,1.0
2023-01,178948,1.0
2023-01,178987,0.0
2023-01,179191,0.0
2023-01,179218,0.0
2023-01,179249,-2.0
2023-01,179251,1.0
2023-01,179253,-1.0
2023-01,179267,1.0
2023-01,179349,1.0
2023-01,179350,0.0
2023-01,179353,-1.0
2023-01,179367,-10.0
2023-01,180235,2.0
2023-01,180778,0.0
2023-01,180849,1.0
2023-01,181845,0.0
2023-01,181888,2.0
2023-01,181913,3.0
2023-01,182182,-2.0
2023-01,182194,0.0
2023-01,182198,-4.0
2023-01,182211,-6.0
2023-01,182232,0.0
2023-01,182234,2.0
2023-01,183530,0.0
2023-01,183532,0.0
2023-01,183557,0.0
2023-01,183583,-2.0
2023-01,183734,0.0
2023-01,183747,1.0
2023-01,183753,1.0
2023-01,183759,2.0
2023-01,183774,4.0
2023-01,183786,1.0
2023-01,183800,0.0
2023-01,184049,3.0
2023-01,184057,1.0
2023-01,184065,1.0
2023-01,184085,0.0
2023-01,184390,0.0
2023-01,184456,0.0
2023-01,184722,-1.0
2023-01,184730,-1.0
2023-01,184734,1.0
2023-01,184738,-1.0
2023-01,184750,0.0
2023-01,188418,-25.0
2023-01,188427,2.0
2023-01,188431,5.0
2023-01,188553,-7.0
2023-01,188555,-6.0
2023-01,188556,-2.0
2023-01,188701,-15.0
2023-01,188709,1.0
2023-01,188712,-2.0
2023-01,209085,13.0
2023-01,210619,-7.0
2023-01,223240,1.0
2023-01,228680,-2.0
2023-01,228700,-8.0
2023-01,231900,-28.0
2023-01,231940,-13.0
2023-01,235061,-20.0
2023-01,235080,-24.0
2023-01,235400,-12.0
2023-01,245105,-6.0
2023-01,245123,-18.0
2023-01,510368,1.0
2023-01,510762,-19.0
2023-01,512620,-11.0
2023-01,512740,-16.0
2023-01,513025,0.0
2023-01,513601,-26.0
2023-01,513622,-6.0
2023-01,517414,-10.0
2023-01,52-115-223-001,-10.0
2023-01,52-116-917-501,-1.0
2023-01,52-116-917-520,8.0
2023-01,52-116-917-523,7.0
2023-01,52-116-918-501,-33.0
2023-01,52-116-921-501,6.0
2023-01,52-116-924-501,41.0
2023-01,52-128-321-521,11.0
2023-01,52-235-608-001,-2.0
2023-01,52-239-343-001,-18.0
2023-01,52-239-344-001,-6.0
2023-01,52-324-007-098,0.0
2023-01,52-429-717-020,0.0
2023-01,52-430-323-001,-3.0
2023-01,52-460-769-005,2.0
2023-01,52-460-769-012,3.0
2023-01,52-460-769-013,4.0
2023-01,52-460-769-017,-11.0
2023-01,52-460-769-021,8.0
2023-01,52-460-769-022,1.0
2023-01,52-460-769-210,10.0
2023-01,52-460-769-212,11.0
2023-01,52-460-769-216,9.0
2023-01,52-460-808-501,-14.0
2023-01,52-461-103-501,-1.0
2023-01,52-462-165-501,-24.0
2023-01,52-462-482-501,-16.0
2023-01,572651076,2.0
2023-01,60A0B1004,-7.0
2023-01,60A0B3002,5.0
2023-01,60B0B1004,-8.0
2023-01,707940250,-2.0
2023-01,707940270,-2.0
2023-01,761270100,-7.0
2023-01,7624A0430,0.0
2023-01,762503370,-2.0
2023-01,762503900,-1.0
2023-01,762503910,1.0
2023-01,762871000,-9.0
2023-01,762881030,-6.0
2023-01,763418220,1.0
2023-01,763871010,-19.0
2023-01,763871020,-3.0
2023-01,763970700,-3.0
2023-01,765560250,-3.0
2023-01,767780020,-1.0
2023-01,768560030,-17.0
2023-01,768560850,-24.0
2023-01,768567470,-7.0
2023-01,769580070,-5.0
2023-01,769582630,-12.0
2023-01,769582730,-18.0
2023-01,771750142,1.0
2023-01,772221421,-2.0
2023-01,772310235,1.0
2023-01,772610734,1.0
2023-01,772614325,0.0
2023-01,772615714,-7.0
2023-01,772615715,-7.0
2023-01,772615716,0.0
2023-01,772618921,-1.0
2023-01,772630056,-1.0
2023-01,772634070,2.0
2023-01,772634104,-16.0
2023-01,772634153,-18.0
2023-01,772640853,-2.0
2023-01,772650305,-6.0
2023-01,772650353,-5.0
2023-01,772650413,-7.0
2023-01,772650798,0.0
2023-01,772762007,-3.0
2023-01,772818941,-20.0
2023-01,7C0252000,-2.0
2023-01,7C0342480,-4.0
2023-01,7C0449020,1.0
2023-01,7C0449030,-1.0
2023-01,7C0449159,2.0
2023-01,7C064103B,-5.0
2023-01,7C1052510,0.0
2023-01,7C1052530,0.0
2023-01,7C105253B,2.0
2023-01,7C1252150,-1.0
2023-01,7C1252180,2.0
2023-01,7C1252220,0.0
2023-01,7C8051030,-6.0
2023-01,7C8051140,4.0
2023-01,7C9550100,3.0
2023-01,7C9550120,0.0
2023-01,903568,-10.0
2023-01,903584,-6.0
2023-01,AC0274,-2.0
2023-01,AC0306,-11.0
2023-01,AC0394,-7.0
2023-01,AC0732,-25.0
2023-01,AC0734,-13.0
2023-01,AC1408,-1.0
2023-01,AC1445,0.0
2023-01,AC1863,-31.0
2023-01,AC2471,-2.0
2023-01,AC2486,-1.0
2023-01,AC2559,1.0
2023-01,AC2607,-12.0
2023-01,AC5361,0.0
2023-01,AC6113,-37.0
2023-01,AC8431,-8.0
2023-01,AC8480,-13.0
2023-01,AP0139,-6.0
2023-01,AP0148,-5.0
2023-01,AP0163,0.0
2023-01,DA0742,0.0
2023-01,DB0216,-2.0
2023-01,DF0676,-3.0
2023-01,DM0055,-4.0
2023-01,DM0457,0.0
2023-01,DM0458,-42.0
2023-01,DM0460,-27.0
2023-01,DM0463,-1.0
2023-01,DM0467,0.0
2023-01,DM1096,-9.0
2023-01,DM2060,-60.0
2023-01,DM2434,0.0
2023-01,DM2438,1.0
2023-01,DM3222,0.0
2023-01,DP1493,-2.0
2023-01,DT0420,45.0
2023-01,DT0766,-13.0
2023-01,DT0817,-1.0
2023-01,FK604A,1.0
2023-01,FM0045,1.0
2023-01,FM0054,1.0
2023-01,M28099,16.0
2023-01,M28101,-1.0
2023-01,M28177,11.0
2023-01,M28179,-10.0
2023-01,M49302,0.0
2023-01,M75064,-9.0
2023-01,P00220,-3.0
2023-01,P2000822,-58.0
2023-01,P2000830,-18.0
2023-01,P2000832,-52.0
2023-01,P2000838,-87.0
2023-01,P2000842,-19.0
2023-01,P2000848,-31.0
2023-01,P2000850,-42.0
2023-01,P2000856,-22.0
2023-01,P2000864,-75.0
2023-01,P2000866,-61.0
2023-01,P2000872,-1.0
2023-01,P2000874,-2.0
2023-01,P2000890,-49.0
2023-01,P2000898,1.0
2023-01,P2000919,-31.0
2023-01,P2001003,-32.0
2023-01,P2001007,-26.0
2023-01,P2001011,-78.0
2023-01,P2001149,-3.0
2023-01,P2001335,-20.0
2023-01,P2001617,-57.0
2023-01,P2001742,-67.0
2023-01,P2001745,-86.0
2023-01,P2002376,-6.0
2023-01,P2002394,-41.0
2023-01,P2002400,6.0
2023-01,P2002444,-9.0
2023-01,P2002463,-10.0
2023-01,P2002467,1.0
2023-01,P2002487,-31.0
2023-01,P2002498,-26.0
2023-01,P2002504,-32.0
2023-01,P2002506,-18.0
2023-01,P2002519,-2.0
2023-01,P2002536,-74.0
2023-01,P2002637,3.0
2023-01,P2002685,-4.0
2023-01,P2002864,-65.0
2023-01,P2002868,-24.0
2023-01,P2003472,-3.0
2023-01,P2004411,-86.0
2023-01,P2004415,-59.0
2023-01,P2004417,-40.0
2023-01,P2004419,-44.0
2023-01,P2004421,-73.0
2023-01,P2004563,-15.0
2023-01,P2004565,-10.0
2023-01,P2004620,-33.0
2023-01,P2004945,-1.0
2023-01,P41100,-28.0
2023-01,P41270,-10.0
2023-01,P41620,-26.0
2023-01,P43672,-24.0
2023-01,P43972,0.0
2023-01,P44081,-42.0
2023-01,P49940,1.0
2023-01,P5001019,-79.0
2023-01,P5001023,-35.0
2023-01,P5001024,-35.0
2023-01,P5001099,-4.0
2023-01,P5001185,0.0
2023-01,P5001186,0.0
2023-01,P5001193,0.0
2023-01,P5001247,-40.0
2023-01,P5001431,-9.0
2023-01,P5001434,-5.0
2023-01,P5001524,2.0
2023-01,P5001530,-5.0
2023-01,P5001647,-13.0
2023-01,P5001667,-3.0
2023-01,P5001688,8.0
2023-01,P5001771,-1.0
2023-01,P5001777,-7.0
2023-01,P5001790,-4.0
2023-01,P5001997,0.0
2023-01,P5002654,-1.0
2023-01,P5003562,-38.0
2023-01,P5003564,-53.0
2023-01,P5003578,0.0
2023-01,P5003603,-53.0
2023-01,P5003609,5.0
2023-01,P5003611,-14.0
2023-01,P5003613,-16.0
2023-01,P5003623,-37.0
2023-01,P5003625,15.0
2023-01,P5004635,-39.0
2023-01,P51540,-1.0
2023-01,P53046,11.0
2023-01,P57221,19.0
2023-01,P58496,-22.0
2023-01,P58501,9.0
2023-01,P58576,-46.0
2023-01,P6010088,-6.0
2023-01,P6010101,-6.0
2023-01,P6010103,0.0
2023-01,P6010131,-2.0
2023-01,P6010267,-59.0
2023-01,P6010322,3.0
2023-01,P6010343,9.0
2023-01,P6010354,-2.0
2023-01,P6010361,-19.0
2023-01,P6010362,-32.0
2023-01,P6010363,-16.0
2023-01,P6010365,-54.0
2023-01,P6010369,-36.0
2023-01,P6010375,-2.0
2023-01,P6010415,-1.0
2023-01,P6010416,-4.0
2023-01,P6010448,-4.0
2023-01,P6010499,-7.0
2023-01,P6010542,-1.0
2023-01,P6010544,-3.0
2023-01,P6010548,0.0
2023-01,P6010554,2.0
2023-01,P6010584,-4.0
2023-01,P6010594,0.0
2023-01,P6010617,0.0
2023-01,P6010671,-3.0
2023-01,P6010792,0.0
2023-01,P6010880,-2.0
2023-01,P6010882,-14.0
2023-01,P6010894,-8.0
2023-01,P6010904,-6.0
2023-01,P6010907,1.0
2023-01,P6011001,-5.0
2023-01,P6011009,-2.0
2023-01,P6011019,58.0
2023-01,P6011023,21.0
2023-01,P6011033,24.0
2023-01,P6011062,3.0
2023-01,P6011210,0.0
2023-01,P6011343,0.0
2023-01,P6011344,0.0
2023-01,P6011510,0.0
2023-01,P6011544,4.0
2023-01,P6011623,-4.0
2023-01,P6011630,0.0
2023-01,P6011800,0.0
2023-01,P6011912,2.0
2023-01,P6012650,-2.0
2023-01,P6012688,0.0
2023-01,P6012689,1.0
2023-01,P6012695,0.0
2023-01,P6012741,9.0
2023-01,P6012744,23.0
2023-01,P6012749,13.0
2023-01,P6012878,-2.0
2023-01,P6013078,-1.0
2023-01,P6013152,-2.0
2023-01,P6013424,8.0
2023-01,P6013506,-4.0
2023-01,P6014863,-1.0
2023-01,P6014876,3.0
2023-01,P6014908,-2.0
2023-01,P6014923,0.0
2023-01,P6014929,4.0
2023-01,P6014955,2.0
2023-01,P6015114,-2.0
2023-01,P6015258,-2.0
2023-01,P6015375,-24.0
2023-01,P6015422,0.0
2023-01,P6015549,-13.0
2023-01,P6015650,1.0
2023-01,P6015747,-10.0
2023-01,P6019636,0.0
2023-01,P6019640,0.0
2023-01,P61550FAB,0.0
2023-01,P63235,-5.0
2023-01,P63238,-4.0
2023-01,P63246,-5.0
2023-01,P63248,-1.0
2023-01,P64150,184.0
2023-01,P70873,8.0
2023-01,P70875,10.0
2023-01,P70877,1.0
2023-01,P70960,18.0
2023-01,P70962,51.0
2023-01,P70965,28.0
2023-01,P75214,-104.0
2023-01,P75612,-13.0
2023-01,P77101,-29.0
2023-01,P77115,-31.0
2023-01,P79025,-53.0
2023-01,P81289,17.0
2023-01,P81295,14.0
2023-01,P81334,26.0
2023-01,P81488,-19.0
2023-01,P81498,1.0
2023-01,P82641,0.0
2023-01,P82646,-3.0
2023-01,P85240,-2.0
2023-01,P85251,-7.0
2023-01,P85258,0.0
2023-01,P85266,-9.0
2023-01,P90523,45.0
2023-01,P90527,-82.0
2023-01,SM0001,-6.0
2023-01,SM0006,1.0
2023-01,SM0016,2.0
2023-01,SM0158,1.0
2023-01,SM0159,-1.0
2023-01,SM0297,0.0
2023-01,SM0369,1.0
2023-01,SM0706,-13.0
2023-01,SM0707,-7.0
2023-01,SM0709,-1.0
2023-01,SM0716,-23.0
2023-01,SM0734,0.0
2023-01,SM0735,1.0
2023-01,SM0752,2.0
2023-01,SM0753,-2.0
2023-01,SM0754,-23.0
2023-01,SM0760,-4.0
2023-01,SM0808,1.0
2023-01,SM1818,1.0
2023-01,SM1851,0.0
2023-01,SM2118,-41.0
2023-01,SM2120,1.0
2023-01,SM2123,0.0
2023-01,SM2211,-16.0
2023-01,SM2213,-4.0
2023-01,SM2223,4.0
2023-01,SM2243,2.0
2023-01,SM2246,0.0
2023-01,SM2247,-18.0
2023-01,SM2258,2.0
2023-01,SM2259,0.0
2023-01,SM2261,5.0
2023-01,SM2269,14.0
2023-01,V1000022,1.0
2023-01,V1000030,2.0
2023-01,V1000288,-21.0
2023-01,V1000300,-3.0
2023-01,V1001071,2.0
2023-01,V1001222,3.0
2023-01,V51967,41.0
2023-01,Y043944,0.0
2023-01,Y043948,0.0
2023-01,Y043964,0.0
2023-01,Y043965,0.0
2023-01,Y043994,0.0
2023-01,Y044012,0.0
2023-01,Y044022,0.0
2023-01,Y044025,0.0
2023-01,Y044049,0.0
2023-01,YA3560,0.0
2023-01,YA6111,0.0
2023-01,YA6276,0.0
2023-02,08-105-173-065,-3.0
2023-02,104300,-25.0
2023-02,104301,-88.0
2023-02,104302,-12.0
2023-02,104306,-88.0
2023-02,104308,-35.0
2023-02,104309,-74.0
2023-02,104310,-48.0
2023-02,104313,-25.0
2023-02,104315,-35.0
2023-02,104318,-24.0
2023-02,104321,-75.0
2023-02,104326,-72.0
2023-02,104328,-17.0
2023-02,104450LF,-157.0
2023-02,104452LF,-8.0
2023-02,104453LF,-17.0
2023-02,104454LF,9.0
2023-02,104458LF,-11.0
2023-02,104460LF,-31.0
2023-02,104463LF,-8.0
2023-02,104465LF,-41.0
2023-02,104471LF,-15.0
2023-02,104473LF,0.0
2023-02,104476LF,-14.0
2023-02,104501,-11.0
2023-02,104606,-11.0
2023-02,104612,-5.0
2023-02,104645,2.0
2023-02,104800,0.0
2023-02,107020,-25.0
2023-02,110198LF,3.0
2023-02,111034,-45.0
2023-02,111046,-23.0
2023-02,112100,-72.0
2023-02,112118,-23.0
2023-02,113041,2.0
2023-02,115112,-33.0
2023-02,115113,-24.0
2023-02,115114,-29.0
2023-02,115119,10.0
2023-02,115126,18.0
2023-02,115127,148.0
2023-02,115128,37.0
2023-02,115170,-18.0
2023-02,115174,-16.0
2023-02,115175,-12.0
2023-02,115177,-37.0
2023-02,115178,4.0
2023-02,115180,-2.0
2023-02,115182,-36.0
2023-02,115184,-19.0
2023-02,115185,3.0
2023-02,115186,-28.0
2023-02,115189,17.0
2023-02,117105LF,-1.0
2023-02,117106LF,-38.0
2023-02,117107LF,0.0
2023-02,117402LF,-1.0
2023-02,117403LF,-18.0
2023-02,117404LF,-10.0
2023-02,117411LF,-23.0
2023-02,117412LF,-55.0
2023-02,117413LF,-13.0
2023-02,117416LF,-30.0
2023-02,117682LF,-2.0
2023-02,132200,-6.0
2023-02,132202,-7.0
2023-02,132204,-26.0
2023-02,132206,-17.0
2023-02,169035,-13.0
2023-02,175001,-31.0
2023-02,175013,2.0
2023-02,175020,2.0
2023-02,175025,-1.0
2023-02,175029,3.0
2023-02,175037,1.0
2023-02,175047,1.0
2023-02,175051,0.0
2023-02,175053,-3.0
2023-02,175056,-2.0
2023-02,175057,3.0
2023-02,175060,0.0
2023-02,175063,0.0
2023-02,175079,-49.0
2023-02,175830,-7.0
2023-02,175837,0.0
2023-02,175843,3.0
2023-02,175849,-8.0
2023-02,175852,2.0
2023-02,175854,-10.0
2023-02,175855,-15.0
2023-02,175859,-2.0
2023-02,175886,0.0
2023-02,175889,2.0
2023-02,175894,0.0
2023-02,175906,-1.0
2023-02,175909,0.0
2023-02,178125,0.0
2023-02,178458,-1.0
2023-02,178464,1.0
2023-02,178466,-18.0
2023-02,178487,-7.0
2023-02,178509,2.0
2023-02,178528,0.0
2023-02,178580,-6.0
2023-02,178582,4.0
2023-02,178628,0.0
2023-02,178629,0.0
2023-02,178635,-11.0
2023-02,178654,0.0
2023-02,178664,0.0
2023-02,178669,1.0
2023-02,178670,3.0
2023-02,178707,-27.0
2023-02,178735,0.0
2023-02,178748,2.0
2023-02,178787,2.0
2023-02,178872,0.0
2023-02,178877,1.0
2023-02,179184,0.0
2023-02,179247,0.0
2023-02,179269,3.0
2023-02,179270,1.0
2023-02,179272,0.0
2023-02,179274,2.0
2023-02,179284,0.0
2023-02,179314,1.0
2023-02,179319,-1.0
2023-02,179323,0.0
2023-02,179366,-1.0
2023-02,180125,0.0
2023-02,180221,0.0
2023-02,180237,6.0
2023-02,180250,0.0
2023-02,180252,0.0
2023-02,180254,4.0
2023-02,180555,0.0
2023-02,180704,1.0
2023-02,180705,-2.0
2023-02,180722,1.0
2023-02,180836,1.0
2023-02,180837,0.0
2023-02,180838,1.0
2023-02,181156,0.0
2023-02,181733,0.0
2023-02,181853,0.0
2023-02,181909,2.0
2023-02,181930,0.0
2023-02,182137,1.0
2023-02,182194,-1.0
2023-02,182203,2.0
2023-02,182213,1.0
2023-02,182224,0.0
2023-02,182226,0.0
2023-02,182544,0.0
2023-02,182719,1.0
2023-02,183322,0.0
2023-02,183518,0.0
2023-02,183547,3.0
2023-02,183581,2.0
2023-02,183671,0.0
2023-02,183708,0.0
2023-02,183746,0.0
2023-02,183756,0.0
2023-02,183762,0.0
2023-02,183767,0.0
2023-02,183770,-1.0
2023-02,183774,3.0
2023-02,183795,0.0
2023-02,183985,0.0
2023-02,183993,1.0
2023-02,184041,0.0
2023-02,184069,-1.0
2023-02,184105,2.0
2023-02,184113,1.0
2023-02,184360,0.0
2023-02,184417,2.0
2023-02,184432,-1.0
2023-02,184453,0.0
2023-02,184462,0.0
2023-02,184720,1.0
2023-02,185109,-20.0
2023-02,188417,0.0
2023-02,188428,3.0
2023-02,188430,2.0
2023-02,188704,-1.0
2023-02,188711,1.0
2023-02,188715,-1.0
2023-02,209085,4.0
2023-02,210618,-10.0
2023-02,210619,-8.0
2023-02,231900,-30.0
2023-02,238040,7.0
2023-02,238480,14.0
2023-02,510762,-22.0
2023-02,510824,18.0
2023-02,513025,-1.0
2023-02,513622,-19.0
2023-02,517415,-1.0
2023-02,52-116-918-501,-37.0
2023-02,52-116-918-521,3.0
2023-02,52-116-920-501,9.0
2023-02,52-116-924-501,39.0
2023-02,52-116-926-501,6.0
2023-02,52-118-401-501,34.0
2023-02,52-219-923-309,2.0
2023-02,52-239-563-001,-49.0
2023-02,52-239-571-001,-43.0
2023-02,52-360-905-001,-16.0
2023-02,52-430-323-001,-6.0
2023-02,52-460-761-501,11.0
2023-02,52-460-769-007,-1.0
2023-02,52-460-769-016,4.0
2023-02,52-460-769-020,1.0
2023-02,52-460-769-216,6.0
2023-02,52-462-482-501,-18.0
2023-02,557026,0.0
2023-02,557046,0.0
2023-02,60B0B1001,-26.0
2023-02,60B0B1004,-19.0
2023-02,760186050,-11.0
2023-02,7624A0430,-1.0
2023-02,763380100,-6.0
2023-02,768560850,-26.0
2023-02,769582730,-19.0
2023-02,772615712,2.0
2023-02,772650305,-8.0
2023-02,772762007,-4.0
2023-02,7C0342440,-3.0
2023-02,7C0449030,-4.0
2023-02,7C0449190,0.0
2023-02,7C0851370,4.0
2023-02,7C1252110,0.0
2023-02,903401,0.0
2023-02,903568,-11.0
2023-02,903583,-25.0
2023-02,903588,2.0
2023-02,903589,1.0
2023-02,AC0306,-12.0
2023-02,AC0480,-3.0
2023-02,AC0720,-40.0
2023-02,AC1412,0.0
2023-02,AC1471,2.0
2023-02,AC1584,0.0
2023-02,AC1586,0.0
2023-02,AC1854,-28.0
2023-02,AC1867,-3.0
2023-02,AC1871,-25.0
2023-02,AC1878,-4.0
2023-02,AC2465,-2.0
2023-02,AC2532,-11.0
2023-02,AC2537,-7.0
2023-02,AC8812,-3.0
2023-02,AP0156,-7.0
2023-02,CM1011,-1.0
2023-02,CM1054,0.0
2023-02,D81500,0.0
2023-02,DB0118,1.0
2023-02,DF0678,-12.0
2023-02,DM0005,-31.0
2023-02,DM0440,0.0
2023-02,DM0456,-24.0
2023-02,DM1076,-16.0
2023-02,DM1119,-9.0
2023-02,DM1153,1.0
2023-02,DP0210,-22.0
2023-02,DP0692,-64.0
2023-02,DP1603,-66.0
2023-02,DP3598,118.0
2023-02,DR0610,16.0
2023-02,EE0147,-1.0
2023-02,F14200,-9.0
2023-02,FM0018,2.0
2023-02,FM0024,3.0
2023-02,FM0027,3.0
2023-02,FM0053,0.0
2023-02,FP0002,5.0
2023-02,G92540,-1.0
2023-02,G95787,1.0
2023-02,G96817,19.0
2023-02,G96819,34.0
2023-02,M28099,2.0
2023-02,M28177,8.0
2023-02,M28179,-13.0
2023-02,M39690,2.0
2023-02,M75064,-11.0
2023-02,M75065,1.0
2023-02,M99063,0.0
2023-02,M99065,-1.0
2023-02,M99345,5.0
2023-02,M99348,5.0
2023-02,M99387,0.0
2023-02,P03429,-4.0
2023-02,P08420,5.0
2023-02,P2000010,0.0
2023-02,P2000017,-4.0
2023-02,P2000034,-36.0
2023-02,P2000054,0.0
2023-02,P2000682,-18.0
2023-02,P2000822,-62.0
2023-02,P2000832,-55.0
2023-02,P2000838,-91.0
2023-02,P2000848,-36.0
2023-02,P2000856,-30.0
2023-02,P2000911,-2.0
2023-02,P2001003,-39.0
2023-02,P2001011,-79.0
2023-02,P2001125,101.0
2023-02,P2001149,-4.0
2023-02,P2001578,-13.0
2023-02,P2001601,-2.0
2023-02,P2001605,-46.0
2023-02,P2001617,-62.0
2023-02,P2001619,-55.0
2023-02,P2001621,20.0
2023-02,P2001623,-6.0
2023-02,P2001625,-49.0
2023-02,P2001640,-2.0
2023-02,P2001745,-92.0
2023-02,P2002376,-7.0
2023-02,P2002390,-75.0
2023-02,P2002394,-46.0
2023-02,P2002400,3.0
2023-02,P2002414,-17.0
2023-02,P2002467,-1.0
2023-02,P2002471,-11.0
2023-02,P2002506,-21.0
2023-02,P2002519,-5.0
2023-02,P2002522,-2.0
2023-02,P2002868,-27.0
2023-02,P2003151,-1.0
2023-02,P2004413,-27.0
2023-02,P2004421,-81.0
2023-02,P2004425,-35.0
2023-02,P2004432,-2.0
2023-02,P2004434,1.0
2023-02,P2004440,-2.0
2023-02,P2004442,1.0
2023-02,P2004563,-16.0
2023-02,P2004570,1.0
2023-02,P2004626,-13.0
2023-02,P2004632,-12.0
2023-02,P2004634,-10.0
2023-02,P2004705,-21.0
2023-02,P2005084,-2.0
2023-02,P2005127,-2.0
2023-02,P41100,-29.0
2023-02,P41620,-31.0
2023-02,P42546,-48.0
2023-02,P43663,-37.0
2023-02,P43672,-25.0
2023-02,P43972,-12.0
2023-02,P44081,-53.0
2023-02,P45720,-8.0
2023-02,P5001003,-3.0
2023-02,P5001016,-54.0
2023-02,P5001019,-82.0
2023-02,P5001023,-39.0
2023-02,P5001051,-35.0
2023-02,P5001053,-24.0
2023-02,P5001074,-47.0
2023-02,P5001115,-13.0
2023-02,P5001124,-1.0
2023-02,P5001140,-21.0
2023-02,P5001144,5.0
2023-02,P5001189,-9.0
2023-02,P5001200,5.0
2023-02,P5001228,6.0
2023-02,P5001231,1.0
2023-02,P5001240,-39.0
2023-02,P5001241,-12.0
2023-02,P5001247,-45.0
2023-02,P5001270,-6.0
2023-02,P5001273,0.0
2023-02,P5001299,23.0
2023-02,P5001325,16.0
2023-02,P5001331,-2.0
2023-02,P5001367,-4.0
2023-02,P5001434,-11.0
2023-02,P5001479,-6.0
2023-02,P5001482,0.0
2023-02,P5001638,-4.0
2023-02,P5001667,-4.0
2023-02,P5001678,2.0
2023-02,P5001688,7.0
2023-02,P5001705,0.0
2023-02,P5001777,-11.0
2023-02,P5001794,0.0
2023-02,P5001807,3.0
2023-02,P5001809,2.0
2023-02,P5001814,-2.0
2023-02,P5001819,-1.0
2023-02,P5002086,2.0
2023-02,P5002175,-6.0
2023-02,P5002176,-1.0
2023-02,P5002182,1.0
2023-02,P5002183,0.0
2023-02,P5002188,3.0
2023-02,P5002427,-16.0
2023-02,P5002555,-10.0
2023-02,P5002624,3.0
2023-02,P5002657,-3.0
2023-02,P5002726,6.0
2023-02,P5003176,-6.0
2023-02,P5003552,-2.0
2023-02,P5003562,-41.0
2023-02,P5003568,-11.0
2023-02,P5003570,-43.0
2023-02,P5003603,-62.0
2023-02,P5003604,-2.0
2023-02,P5003613,-17.0
2023-02,P5003615,-28.0
